,experiment,template,adj,num,noun,adjclass,numclass,nounclass,sent,rating-sent,goodness-sent
226,temporal,0,disgusting,three,weeks,adj-neg,num-num,noun-temporal,The family spent a disgusting three weeks in London., good,0.9714556648261162
227,temporal,0,disgusting,three,months,adj-neg,num-num,noun-temporal,The family spent a disgusting three months in London., good,0.9753726791420471
228,temporal,0,disgusting,three,years,adj-neg,num-num,noun-temporal,The family spent a disgusting three years in London., good,0.9748851790461629
229,temporal,0,disgusting,three,hours,adj-neg,num-num,noun-temporal,The family spent a disgusting three hours in London., good,0.9524388419206719
230,temporal,0,disgusting,five,days,adj-neg,num-num,noun-temporal,The family spent a disgusting five days in London., good,0.9804663432931586
231,temporal,0,disgusting,five,weeks,adj-neg,num-num,noun-temporal,The family spent a disgusting five weeks in London., good,0.9750362160572827
232,temporal,0,disgusting,five,months,adj-neg,num-num,noun-temporal,The family spent a disgusting five months in London., good,0.9798251123779648
233,temporal,0,disgusting,five,years,adj-neg,num-num,noun-temporal,The family spent a disgusting five years in London., good,0.9814305036877093
234,temporal,0,disgusting,five,hours,adj-neg,num-num,noun-temporal,The family spent a disgusting five hours in London., good,0.9615032940597431
235,temporal,0,disgusting,twenty,days,adj-neg,num-num,noun-temporal,The family spent a disgusting twenty days in London., good,0.9703532262483637
236,temporal,0,disgusting,twenty,weeks,adj-neg,num-num,noun-temporal,The family spent a disgusting twenty weeks in London., good,0.9510891855730335
237,temporal,0,disgusting,twenty,months,adj-neg,num-num,noun-temporal,The family spent a disgusting twenty months in London., good,0.9723196291524505
238,temporal,0,disgusting,twenty,years,adj-neg,num-num,noun-temporal,The family spent a disgusting twenty years in London., good,0.9676164244200816
239,temporal,0,disgusting,twenty,hours,adj-neg,num-num,noun-temporal,The family spent a disgusting twenty hours in London., good,0.9572357214062686
240,temporal,0,uninviting,three,days,adj-neg,num-num,noun-temporal,The family spent an uninviting three days in London., good,0.977529211188816
241,temporal,0,uninviting,three,weeks,adj-neg,num-num,noun-temporal,The family spent an uninviting three weeks in London., good,0.9704808389992209
242,temporal,0,uninviting,three,months,adj-neg,num-num,noun-temporal,The family spent an uninviting three months in London., good,0.9771534654745331
243,temporal,0,uninviting,three,years,adj-neg,num-num,noun-temporal,The family spent an uninviting three years in London., good,0.9802499155119582
244,temporal,0,uninviting,three,hours,adj-neg,num-num,noun-temporal,The family spent an uninviting three hours in London., good,0.9387309209485681
245,temporal,0,uninviting,five,days,adj-neg,num-num,noun-temporal,The family spent an uninviting five days in London., good,0.9706526196041916
246,temporal,0,uninviting,five,weeks,adj-neg,num-num,noun-temporal,The family spent an uninviting five weeks in London., good,0.9657289289514429
247,temporal,0,uninviting,five,months,adj-neg,num-num,noun-temporal,The family spent an uninviting five months in London., good,0.9795568308648996
248,temporal,0,uninviting,five,years,adj-neg,num-num,noun-temporal,The family spent an uninviting five years in London., good,0.9724872977640289
249,temporal,0,uninviting,five,hours,adj-neg,num-num,noun-temporal,The family spent an uninviting five hours in London., good,0.935798375967319
250,temporal,0,uninviting,twenty,days,adj-neg,num-num,noun-temporal,The family spent an uninviting twenty days in London., good,0.9521880197060874
251,temporal,0,uninviting,twenty,weeks,adj-neg,num-num,noun-temporal,The family spent an uninviting twenty weeks in London., good,0.9338029801763771
252,temporal,0,uninviting,twenty,months,adj-neg,num-num,noun-temporal,The family spent an uninviting twenty months in London., good,0.9698485060615092
253,temporal,0,uninviting,twenty,years,adj-neg,num-num,noun-temporal,The family spent an uninviting twenty years in London., good,0.9605115517854367
254,temporal,0,uninviting,twenty,hours,adj-neg,num-num,noun-temporal,The family spent an uninviting twenty hours in London., good,0.930350883412854
255,temporal,0,haunting,three,days,adj-neg,num-num,noun-temporal,The family spent a haunting three days in London., good,0.9989649528312311
256,temporal,0,haunting,three,weeks,adj-neg,num-num,noun-temporal,The family spent a haunting three weeks in London., good,0.9984633193047415
257,temporal,0,haunting,three,months,adj-neg,num-num,noun-temporal,The family spent a haunting three months in London., good,0.9988575437006713
258,temporal,0,haunting,three,years,adj-neg,num-num,noun-temporal,The family spent a haunting three years in London., good,0.9986488698992949
259,temporal,0,haunting,three,hours,adj-neg,num-num,noun-temporal,The family spent a haunting three hours in London., good,0.9975573261947746
260,temporal,0,haunting,five,days,adj-neg,num-num,noun-temporal,The family spent a haunting five days in London., good,0.9988776323262802
261,temporal,0,haunting,five,weeks,adj-neg,num-num,noun-temporal,The family spent a haunting five weeks in London., good,0.9985449168615251
262,temporal,0,haunting,five,months,adj-neg,num-num,noun-temporal,The family spent a haunting five months in London., good,0.9989825362675954
263,temporal,0,haunting,five,years,adj-neg,num-num,noun-temporal,The family spent a haunting five years in London., good,0.9986373055124751
264,temporal,0,haunting,five,hours,adj-neg,num-num,noun-temporal,The family spent a haunting five hours in London., good,0.9980931130235665
265,temporal,0,haunting,twenty,days,adj-neg,num-num,noun-temporal,The family spent a haunting twenty days in London., good,0.9986389751355819
266,temporal,0,haunting,twenty,weeks,adj-neg,num-num,noun-temporal,The family spent a haunting twenty weeks in London., good,0.9979781979008773
267,temporal,0,haunting,twenty,months,adj-neg,num-num,noun-temporal,The family spent a haunting twenty months in London., good,0.9988500345176555
268,temporal,0,haunting,twenty,years,adj-neg,num-num,noun-temporal,The family spent a haunting twenty years in London., good,0.9983686057726255
269,temporal,0,haunting,twenty,hours,adj-neg,num-num,noun-temporal,The family spent a haunting twenty hours in London., good,0.998233720510833
270,temporal,0,hideous,three,days,adj-neg,num-num,noun-temporal,The family spent a hideous three days in London., good,0.9964456282872723
271,temporal,0,hideous,three,weeks,adj-neg,num-num,noun-temporal,The family spent a hideous three weeks in London., good,0.9957081350895222
272,temporal,0,hideous,three,months,adj-neg,num-num,noun-temporal,The family spent a hideous three months in London., good,0.996013373777736
273,temporal,0,hideous,three,years,adj-neg,num-num,noun-temporal,The family spent a hideous three years in London., good,0.9961768678500237
274,temporal,0,hideous,three,hours,adj-neg,num-num,noun-temporal,The family spent a hideous three hours in London., good,0.9946705893677884
275,temporal,0,hideous,five,days,adj-neg,num-num,noun-temporal,The family spent a hideous five days in London., good,0.9969221114408374
276,temporal,0,hideous,five,weeks,adj-neg,num-num,noun-temporal,The family spent a hideous five weeks in London., good,0.9962576931496243
277,temporal,0,hideous,five,months,adj-neg,num-num,noun-temporal,The family spent a hideous five months in London., good,0.9964588622691869
278,temporal,0,hideous,five,years,adj-neg,num-num,noun-temporal,The family spent a hideous five years in London., good,0.9967361433980971
279,temporal,0,hideous,five,hours,adj-neg,num-num,noun-temporal,The family spent a hideous five hours in London., good,0.9953911544746206
280,temporal,0,hideous,twenty,days,adj-neg,num-num,noun-temporal,The family spent a hideous twenty days in London., good,0.997655553018755
281,temporal,0,hideous,twenty,weeks,adj-neg,num-num,noun-temporal,The family spent a hideous twenty weeks in London., good,0.9970869788039555
282,temporal,0,hideous,twenty,months,adj-neg,num-num,noun-temporal,The family spent a hideous twenty months in London., good,0.9974373973863602
283,temporal,0,hideous,twenty,years,adj-neg,num-num,noun-temporal,The family spent a hideous twenty years in London., good,0.9978043864933005
284,temporal,0,hideous,twenty,hours,adj-neg,num-num,noun-temporal,The family spent a hideous twenty hours in London., good,0.9958874871374194
285,temporal,0,ugly,three,days,adj-neg,num-num,noun-temporal,The family spent an ugly three days in London., good,0.9926759773343105
286,temporal,0,ugly,three,weeks,adj-neg,num-num,noun-temporal,The family spent an ugly three weeks in London., good,0.9915645517478311
287,temporal,0,ugly,three,months,adj-neg,num-num,noun-temporal,The family spent an ugly three months in London., good,0.9923719361827331
288,temporal,0,ugly,three,years,adj-neg,num-num,noun-temporal,The family spent an ugly three years in London., good,0.9921451557907125
289,temporal,0,ugly,three,hours,adj-neg,num-num,noun-temporal,The family spent an ugly three hours in London., good,0.9895748891234556
290,temporal,0,ugly,five,days,adj-neg,num-num,noun-temporal,The family spent an ugly five days in London., good,0.9950126025742374
291,temporal,0,ugly,five,weeks,adj-neg,num-num,noun-temporal,The family spent an ugly five weeks in London., good,0.9916792893452637
292,temporal,0,ugly,five,months,adj-neg,num-num,noun-temporal,The family spent an ugly five months in London., good,0.9935344611289845
293,temporal,0,ugly,five,years,adj-neg,num-num,noun-temporal,The family spent an ugly five years in London., good,0.9926262683440424
294,temporal,0,ugly,five,hours,adj-neg,num-num,noun-temporal,The family spent an ugly five hours in London., good,0.9926233470492334
295,temporal,0,ugly,twenty,days,adj-neg,num-num,noun-temporal,The family spent an ugly twenty days in London., good,0.9920730373962947
296,temporal,0,ugly,twenty,weeks,adj-neg,num-num,noun-temporal,The family spent an ugly twenty weeks in London., good,0.9891949089319603
297,temporal,0,ugly,twenty,months,adj-neg,num-num,noun-temporal,The family spent an ugly twenty months in London., good,0.9927795720513257
298,temporal,0,ugly,twenty,years,adj-neg,num-num,noun-temporal,The family spent an ugly twenty years in London., good,0.991554596489707
299,temporal,0,ugly,twenty,hours,adj-neg,num-num,noun-temporal,The family spent an ugly twenty hours in London., good,0.9911199605283035
300,temporal,0,mere,three,days,adj-quant,num-num,noun-temporal,The family spent a mere three days in London., good,0.9985515932550132
301,temporal,0,mere,three,weeks,adj-quant,num-num,noun-temporal,The family spent a mere three weeks in London., good,0.998032673328963
302,temporal,0,mere,three,months,adj-quant,num-num,noun-temporal,The family spent a mere three months in London., good,0.9970036520379265
303,temporal,0,mere,three,years,adj-quant,num-num,noun-temporal,The family spent a mere three years in London., good,0.9977592645042609
304,temporal,0,mere,three,hours,adj-quant,num-num,noun-temporal,The family spent a mere three hours in London., good,0.9981194570408521
305,temporal,0,mere,five,days,adj-quant,num-num,noun-temporal,The family spent a mere five days in London., good,0.9987013807367096
306,temporal,0,mere,five,weeks,adj-quant,num-num,noun-temporal,The family spent a mere five weeks in London., good,0.9981729227415009
307,temporal,0,mere,five,months,adj-quant,num-num,noun-temporal,The family spent a mere five months in London., good,0.9975280597884784
308,temporal,0,mere,five,years,adj-quant,num-num,noun-temporal,The family spent a mere five years in London., good,0.9983470898631407
309,temporal,0,mere,five,hours,adj-quant,num-num,noun-temporal,The family spent a mere five hours in London., good,0.9984770870106786
310,temporal,0,mere,twenty,days,adj-quant,num-num,noun-temporal,The family spent a mere twenty days in London., good,0.9985916490583044
